IssueKey,Summary
OP-10892,"Performance Testing: Navigation from Application Dashboard to Verification page is taking long time"
OP-10895,"Unable to create or edit the log templates"
OP-10899,"listing down all tables name from platform service"
OP-10900,"Identify permission tables in platform service"
OP-10902,"3.9.5.2: Sapor-logs shows git token in plain text"
OP-10909,"Documentation for stack driver logs"
OP-10930,"Error message should be displayed in correct format for spinnaker in setup page."
OP-10944,"Add Spinnaker button is not getting enabled a soon as we delete spinnaker in Spinnaker tab."
OP-10952,"No validations for Cloud providers"
OP-10954,"OPA Policy to Enforce User to Add Sonar Scan Stage Which is of Type Jenkins & Job Name Contains Sonarqube String --- For Interswitch Customer"
OP-10965,"Oes  - Collecting  Api's  list for  validation"
OP-10980,"implement common component for tab view in setup page"
OP-10981,"Story Definition and Story Grooming"
OP-10982,"UI Development - Design Implementaion"
OP-10983,"Unit Testing"
OP-10984,"Desk Check"
OP-10985,"Test Case Preparation"
OP-10986,"Test Case Execution "
OP-10987,"UI Automation - Script Preparation & Execution"
OP-10988,"UI Automation – Review"
OP-10989,"new alignment in listing pages"
OP-10990,"Story Definition and Story Grooming"
OP-10991,"UI Development application listing page"
OP-10992,"Unit Testing"
OP-10993,"Desk Check"
OP-10994,"Test Case Preparation"
OP-10995,"Test Case Execution "
OP-10996,"UI Automation - Script Preparation & Execution"
OP-10997,"UI Automation – Review"
OP-10998,"UI Development integrators listing page"
OP-10999,"UI Development spinnaker listing page"
OP-11000,"UI Development cloud provider listing page"
OP-11001,"UI Development agent listing page"
OP-11002,"input field"
OP-11004,"CLONE - UI Development - Design Implementaion"
OP-11005,"CLONE - Unit Testing"
OP-11006,"CLONE - Desk Check"
OP-11010,""Error in refreshing user groups" is displaying on login of the application."
OP-11014,"3.9.5.2: Policy stage show warning in Spinnaker"
OP-11015,"3.9.5.2: Policies in policy screen not sorted"
OP-11027,"Api automation for rest of the integrators which are not covered."
OP-11029,"Configuration issue with Bitbucket in OES 3.9.5-Openshift env"
OP-11043,"UI Automation - Script Preparation & Execution"
OP-11051,"UI Automation - Script Preparation & Execution"
OP-11052,"UI Automation - Script Preparation & Execution"
OP-11061,"UI Automation - Script Preparation & Execution"
OP-11074,"UI Automation - Script Preparation & Execution"
OP-11079,"3.9--While deleting Spinnaker, page is redirecting tp update spinnaker page"
OP-11081,"Tooltip icon is not displayed after updation "
OP-7710,"Fetching secrets from CyberArk vault in OES Api"
OP-5989,"Dashboard service - app dashboard api total application count based on search text"
OP-5997,"UI - Setup - Delete gate not clearing the previous values "
OP-5998,"UI - App dashboard - click on application -  mouse hover on service gate - display status"
OP-6002,"Java - Edit and Delete policy implementation is not done "
OP-6003,"Java/AonA--ERROR Metric template not configured for a service : policy1"
OP-6006,"Java/AonA--WARN Resolved [com.opsmx.analytics.exceptions.AuthenticationException]"
OP-6007,"Java/AonA--WARN Resolved [com.opsmx.analytics.exceptions.ServiceDetailsNotFoundException: Metric template not configured for a service : policy1]"
OP-6008,"Java - Policy gate - Crete new policy gate throwing below exception"
OP-6024,"Nightly OES is not Working/ giving errors"
OP-6025,"AonA - Java -  Error while getting documents org.elasticsearch.ElasticsearchStatusException: Elasticsearch exception [type=search_phase_execution_ exception, reason=all shar"
OP-6026,"AonA-Java- error while pulling data from query [500] during [GET] to [http://oes-platform:8095/platformservice/v1/datasource?accountName=qatestvurmq] [PlatformServiceCli"
OP-6027,"AonA - Java -  Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework."
OP-6028,"AonA - Java - ERROR Application not found to delete, appId:"
OP-6029,"AonA - Java - INFO HHH000010: On release of batch it still contained JDBC statements org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/"
OP-6030,"AonA - Java - ERROR: update or delete on table "userservicetemplate" violates foreign key constraint "fkpstcn8lj9uvmi7mcot2hyrhj6" on table "canaryanalysis" Detail: Key ("
OP-6031,"AonA - Java - WARN HHH000100: Fail-safe cleanup (collections) : org.hibernate.engine.loading.internal.CollectionLoadContext@158523ef 2021-04-"
OP-6032,"AonA - Java -  WARN HHH000160: On CollectionLoadContext#cleanup, localLoadingCollectionKeys contained [1] entries"
OP-6033,"AonA - Java - WARN SQL Error: 0, SQLState: 23503"
OP-6034,"AonA -  WARN Resolved [com.opsmx.dashboardservice.v1.exception.NotFound: qatestvhjcy not found in /tmp/gitrepos/qatestjrvmy/gitops-haldir/default/profiles/orca-local.yml]"
OP-6035,"AonA -  ERROR Internal Server Error retrofit.RetrofitError: timeout at retrofit.RetrofitError.networkError(RetrofitError.java:27) ~[retrofit-1.9.0.jar:na] at retrofit."
OP-6036,"AonA - ERROR http://oes-dashboard:8094/dashboardservice/v2/application/6282"
OP-6037,"AonA - ERROR http://oes-autopilot:8090/autopilot/api/v1/applications/1/metricTemplates?isEdit=true"
OP-6038,"AonA-  Print metricInput : {"cache_time":0,"start_absolute":1617696600000,"metricType":"APM","dbname":"NEWRELIC","project":null,"end_absolute":1617698400000,"metric"
OP-6039,"AonA - ERROR: value too long for type character varying(255) org.springframework.dao.DataIntegrityViolationException: could not execute statement; SQL [n/a]; nested"
OP-6041,"AonA -  ERROR java.lang.String cannot be cast to java.lang.Long java.lang.ClassCastException: java.lang.String cannot be cast to java.lang.Long at com.opsmx.analytics.serv"
OP-6043,"AonA - WARN No URLs will be polled as dynamic configuration sources"
OP-6044,"AonA -  WARN SQL Error: 0, SQLState: 22001"
OP-6045,"AonA - WARN Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required Integer parameter 'applicationId' is not present]"
OP-6046,"AonA - WARN spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view"
OP-6048,"AonA - WARN No spring.application.name found, defaulting to 'application'"
OP-6052,"AonA - ERROR http://oes-dashboard:8094/dashboardservice/v2/users/admin/applications/latest-canary"
OP-6069,"AonA  -  ERROR Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework."
OP-6077,"Generic Agent - Need to prepare test cases document and publish it to team for peer review"
OP-6079,"UI - Test verification - Search  is not working with status column"
OP-6080,"Dashboard service - App dashboard gate view status as per spinnaker status"
OP-6081,"UI - Follow same time stamps in all places"
OP-6082,"Getting " [Errno 2] No such file or directory: '/opsmx/workdir/logdata/3/service1/state.pickle' " this error in Verification stage."
OP-6083,"Vault: Replace secrets in Halyard & External Account Configuration with vault keys."
OP-6090,"Java-image details for verification getting empty result"
OP-6091,"UI - Deployment view - Gate details should not display by default  - display only when user clicks on the service"
OP-6093,"Java - Deployment view - Sonar & Jenkins some parameters are giving null "
OP-6095,"UI - Deployment view - Click on verification gate taking to the verification page where as results are not loading "
OP-6099,"Remove spinnaker config from sapor yml "
OP-6103,"AonA - ERROR Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointe"
OP-6112,"AonA - ERROR Application not found to delete, appId: com.opsmx.analytics. exceptions.ApplicationNotFoundException: Application not found, appId:890 at com.opsmx.analytics."
OP-6113,"AonA - ERROR CanaryId=309: Failed to download v2 logs"
OP-6114,"AonA -  ERROR error found while fetching list of applications data dog template creation duration metric list is empty..... java.lang. IllegalArgumentException: data dog te"
OP-6116,"AonA - ERROR Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is feign.RetryableExcep"
OP-6136,"AonA - ERROR ERROR: null value in column "connector_type" of relation "approval_gate_parameter" violates not-null constraint Detail: Failing row contains (376, 2021-04-2"
OP-6137,"AonA- INFO Error parsing HTTP request header Note: further occurrences of HTTP request parsing errors will be logged at DEBUG level. java.lang. IllegalArgumentException:"
OP-6138,"UI - App dashboard - If the application has multiple environments and gate - stages are getting override "
OP-6139,"TestVerification feedbacks"
OP-6140,"Java - Deployment view - For Git connector Git Repo details are missing from api"
OP-6141,"Java - Visibility&Approval Enhancement- Add Approved and Reviewer fields in visibility connectors table "
OP-6148,"Java - Dashboard Service : Added CURD operation endpoint for generic Agent"
OP-6150,"Implement Grid row expand"
OP-6152,"Setup - Delete service still present in stitched pipeline"
OP-6153,"Setup -  User click on delete service - show tool tip or message saying delete popepline first"
OP-6154,"UI-Contextual cluster tab-no need to show "cluster tag string selection for a cluster tag" in case when contextual is selected"
OP-6156,"UI> System setup > Applications > Services> Not able to create policy management"
OP-6159,"Java--Displaying  the error message even while getting the correct data fromthe backend."
OP-6160,"Java - When canary has both log+metrics log score is missing"
OP-6162,"Java-When both logs and metrics is triggerd and  metrics no data  overstatus updating  before loganalysis"
OP-6165,"Java - Platform Service - Upgrade script from v3.6.x to v3.7 version"
OP-6166,"UI - Setup - Search is not  providing correct results "
OP-6167,"Java/AonA--http://oes-platform:8095/platformservice/v1/users/admin/applications/954/permissions (34ms, unknown-length body) java.lang. NullPointerException at com"
OP-6168,"Java/AonA--NFO HHH000327: Error performing load command : org.hibernate. exception.GenericJDBCException: could not extract ResultSet org.hibernate. exception.GenericJDBCExcept"
OP-6169,"Java/AonA--ERROR ERROR: remaining connection slots are reserved for non-replication superuser connections Where: parallel worker"
OP-6170,"Java/AonA--ERROR error found while fetching test cases Elasticsearch exception [type=index_not_found_ exception, reason=no such index [test_xilinx-20201217 ]] org.elasticsearc"
OP-6173,"Not able to access Nightly OES"
OP-6180,"Java - Deployment view - In current deployment it is showing history instead of showing current run information "
OP-6181,"Java - In current Deployment view -  Status is shown in two different types"
OP-6182,"Java - Deployment view - By default Java is displaying all connectors and gates details  deployment table"
OP-6183,"[ds-microservice | modify v1 v2 json] check all flows where v1 v2 json are loaded"
OP-6184,"[ds-microservice | modify v1 v2 json] Modify the functions that load json to directly consume the json in new format"
OP-6185,"[ds-microservice | modify v1 v2 json] Integration with Java"
OP-6186,"[ds-microservice | modify returned json to be minimal] Modify responses of log+entropy analysis to a minimal Json"
OP-6187,"[ds-microservice | modify returned json to be minimal] Modify responses of metric analysis to a minimal Json"
OP-6188,"[ds-microservice | modify v1 v2 json] Integration with Java"
OP-6189,"Put same deployment config for baseline and new release for AonA"
OP-6190,"[ds-microservice | sync to async calls] POST, GET, DELETE 'v2//log-analysis' API "
OP-6191,"[ds-microservice | sync to async calls] POST, GET, DELETE 'v2/reclassification' API "
OP-6192,"[ds-microservice | sync to async calls] POST, GET, DELETE 'v2/entropy-analysis API "
OP-6193,"[ds-microservice | sync to async calls] POST, GET, DELETE 'v2/canaryplus' API"
OP-6194,"[ds-microservice | sync to async calls] Integration with Java"
OP-6195,"Capturing APM metrics for AonA using Newrelic or datadog"
OP-6701,"Use primarykey(opsmx_id) from casservicemetricdetailstable for naming csv file"
OP-6196,"The keywords from entropy analysis are not getting updated in the logConfig.json file sent to DS"
OP-6197,"The entropy analysis keywords are not sent in right order to back-end"
